"RecordIDS","AverageConsistency","Title-Consistency","Title-Values"
"MB_13061+WDC_25499","1.0","1.0","{The Boy With the X-Ray Eyes|The Boy With The X-Ray Eyes}"
"MB_11055+WDC_34952","1.0","1.0","{Days of Our Lives|Days Of Our Lives}"
"MB_50702+spy_18428","1.0","1.0","{Pong Dance|Pong Dance}"
"MB_70618+WDC_15913+WDC_33827","1.0","1.0","{Journey of the Deep Sea Dweller III|Journey of the Deep Sea Dweller III|Journey of the Deep Sea Dweller III}"
"MB_55345+WDC_21300","1.0","1.0","{1984|1984}"
"MB_7858+spy_3272","0.0","0.0","{Keep It Undercover|Keep It Undercover (Theme Song From ""K.C. Undercover"")}"
"MB_44035+spy_15454","1.0","1.0","{When It’s All Said and Done|When It's All Said And Done}"
"MB_2891+WDC_22188+WDC_8574","1.0","1.0","{Hotter Than Hell! Live|Hotter Than Hell Live|Hotter Than Hell Live}"
"MB_58860+WDC_17543","1.0","1.0","{Southern California Street Music|Southern California Street Music}"
"MB_11801+WDC_2910","0.0","0.0","{Pericos & Friends|Pericos & Friends (Extended)}"
"MB_29253+WDC_44200","0.0","0.0","{Born in the Echoes|Born In The Echoes (Explicit)}"
"MB_34938+WDC_22577","1.0","1.0","{The Humours Of:|The Humours Of}"
"MB_80281+WDC_30608","1.0","1.0","{Kindred|Kindred}"
"MB_60717+WDC_40168","1.0","1.0","{My New Moon|My New Moon}"
"MB_6875+WDC_10538","1.0","1.0","{Change|Change}"
"MB_27454+WDC_8759","1.0","1.0","{Take My Hand|Take My Hand}"
"MB_73933+spy_6267","1.0","1.0","{Opiate|Opiate}"
"MB_77124+WDC_26942","1.0","1.0","{Gottgleich|Gottgleich}"
"MB_404+spy_19551","1.0","1.0","{Vart du sover|Vart du sover}"
"MB_4290+WDC_33058","1.0","1.0","{Animal|Animal}"
"MB_29600+WDC_21326+WDC_41533","1.0","1.0","{Onwards to Mars!|Onwards to Mars!|Onwards to Mars!}"
"MB_10405+WDC_18701+WDC_25299+WDC_5931+WDC_7319","1.0","1.0","{It's So Hard to Tell Who's Going to Love You the Best|It's So Hard To Tell Who's Going To Love You The Best|It's So Hard To Tell Who's Going To Love You The Best|It's So Hard To Tell Who's Going To Love You The Best|It's So Hard To Tell Who's Going To Love You The Best}"
"MB_45740+WDC_41922","1.0","1.0","{A Violent Noise (Four Tet remix)|A Violent Noise (Four Tet Remix)}"
"MB_78312+spy_11928","1.0","1.0","{Cub Sport|Cub Sport}"
"MB_72411+WDC_12093","1.0","1.0","{The Early Years|The Early Years}"
"MB_30696+spy_6832","1.0","1.0","{The Coldest Winter Ever|The Coldest Winter Ever}"
"MB_34818+WDC_31226","1.0","1.0","{Mono|Mono}"
"MB_62891+WDC_34102+WDC_35035+WDC_35842","1.0","1.0","{Subject|Subject|Subject|Subject}"
"MB_30329+WDC_11940+WDC_24549","1.0","1.0","{The Outlaw|The Outlaw|The Outlaw}"
"MB_72814+WDC_38861","1.0","1.0","{Getaway|Getaway}"
"MB_39372+WDC_1661+WDC_28311","1.0","1.0","{My Kind Of Christmas|My Kind of Christmas|My Kind of Christmas}"
"MB_42063+MB_42066+MB_42067+MB_42070+spy_13456","1.0","1.0","{Bills|Bills|Bills|Bills|Bills}"
"MB_11109+spy_10306","0.0","0.0","{Nossa que isso|Nossa Que Isso (feat. Rebecca & MC Rogê)}"
"MB_60056+WDC_2749","1.0","1.0","{Deja Vu|Deja Vu}"
"MB_44797+spy_10004","1.0","1.0","{Matriochka|Matriochka}"
"MB_23890+WDC_9433","1.0","1.0","{Schreib es mit Blut|Schreib es mit Blut}"
"MB_24593+WDC_20786+WDC_26030+WDC_26875","0.75","0.75","{Louis Prima Presents The Wildest Clan|Louis Prima Presents: The Wildest Clan / Apache!|Louis Prima Presents: The Wildest Clan / Apache!|Louis Prima Presents: The Wildest Clan / Apache!}"
"MB_72575+WDC_15958","1.0","1.0","{Sugar|Sugar}"
"MB_1264+WDC_38542","1.0","1.0","{St. Jude|St. Jude}"
"MB_21846+WDC_15357","1.0","1.0","{Der Grand Prix d’Amour|Der Grand Prix D'Amour}"
"MB_1174+WDC_9838","0.0","0.0","{Everytime We Touch|Everytime We Touch (B3nte Remix)}"
"MB_38790+spy_16216","1.0","1.0","{Ma Ra Malai|Ma Ra Malai}"
"MB_18520+WDC_22570+WDC_43634+WDC_8668","1.0","1.0","{Clear|Clear|Clear|Clear}"
"WDC_29384+WDC_5496+spy_6219","1.0","1.0","{My Life II...The Journey Continues (Act 1)|My Life II...The Journey Continues (Act 1)|My Life II...The Journey Continues (Act 1)}"
"MB_9223+WDC_24618","1.0","1.0","{Automatik / Hydraulic|Automatik / Hydraulic}"
"MB_65641+spy_8389","1.0","1.0","{Ingleworld|Ingleworld}"
"MB_72954+WDC_41995","1.0","1.0","{Play With Me|Play With Me}"
"MB_34613+WDC_26726","1.0","1.0","{40|40}"
"MB_27729+spy_5545","1.0","1.0","{taking naps|taking naps}"
"MB_16643+spy_17752","1.0","1.0","{Something Else|Something Else}"
"MB_32059+WDC_26217+WDC_37932","1.0","1.0","{Got Your Number|Got Your Number|Got Your Number}"
"MB_62406+spy_7315","1.0","1.0","{Saved by the Bellinger|Saved by the Bellinger}"
"MB_15653+WDC_19132+WDC_4620+WDC_7770+WDC_9224+spy_3628","1.0","1.0","{Crosby, Stills & Nash|Crosby, Stills & Nash|Crosby, Stills & Nash|Crosby, Stills & Nash|Crosby, Stills & Nash|Crosby, Stills & Nash}"
"MB_9690+MB_9691+MB_9693+spy_9322","1.0","1.0","{ROXANNE|ROXANNE|ROXANNE|ROXANNE}"
"MB_45165+WDC_33463","1.0","1.0","{Troddin'|Troddin'}"
"MB_37079+WDC_19399","1.0","1.0","{I Will Be|I Will Be}"
"MB_57851+WDC_7696","1.0","1.0","{534|534}"
"MB_20513+WDC_42196","1.0","1.0","{Ashes|Ashes}"
"MB_77976+spy_3786","1.0","1.0","{bloom|bloom}"
"MB_72613+WDC_17379","1.0","1.0","{Shadowplay|Shadowplay}"
"MB_14436+spy_3810","1.0","1.0","{Ando buscando|Ando Buscando}"
"MB_76417+WDC_27997+WDC_31651","1.0","1.0","{Music Rescues Me|Music Rescues Me|Music Rescues Me}"
"MB_5861+MB_5862+spy_4772","1.0","1.0","{Glücklich unzufrieden|Glücklich unzufrieden|Glücklich Unzufrieden}"
"MB_30678+WDC_11421","0.0","0.0","{Last Station on the Road to Death|Last Station On the Road to Death (Explicit)}"
"MB_56612+WDC_26354","1.0","1.0","{Scheissegal|Scheissegal}"
"MB_64268+MB_64270+spy_7203","1.0","1.0","{Las Ruinas|Las Ruinas|Las Ruinas}"
"MB_29889+spy_15905","1.0","1.0","{Keseimbangan|Keseimbangan}"
"MB_71755+WDC_1043","1.0","1.0","{December Poems|December Poems}"
"MB_2962+spy_19760","1.0","1.0","{Make You Mine|Make You Mine}"
"MB_7420+WDC_20492+WDC_32330+WDC_39165","1.0","1.0","{Eastside|Eastside|Eastside|Eastside}"
"MB_75412+WDC_17951","1.0","1.0","{Lay Down the Law|Lay Down the Law}"
"MB_51812+WDC_37674","1.0","1.0","{As Time Goes By|As Time Goes By}"
"MB_76852+WDC_40453","1.0","1.0","{Guilty|Guilty}"
"MB_44234+WDC_2254","0.0","0.0","{A Hundred Miles Off|A Hundred Miles Off (U.S. Version)}"
"MB_18750+WDC_23244","1.0","1.0","{Capitalism Stole My Virginity|Capitalism Stole My Virginity}"
"MB_58018+WDC_20426","1.0","1.0","{How High the Moon: Live at the Viper Room|How High The Moon: Live At The Viper Room}"
"MB_76004+WDC_17003","0.0","0.0","{Wol mich der Stunde|Wol mich der Stunde (1970-84)}"
"MB_62539+WDC_7726","0.0","0.0","{Monday To Monday|Monday to Monday (Explicit)}"
"MB_6998+WDC_2666+WDC_43015","1.0","1.0","{Not Such an Innocent Girl|Not Such An Innocent Girl|Not Such An Innocent Girl}"
"MB_46671+MB_46673+spy_6847","0.6666666666666666","0.6666666666666666","{Coffee & Kush, Vol. 2|Coffee & Kush, Vol. 1|Coffee & Kush, Vol. 2}"
"MB_61705+WDC_16220+WDC_41173","0.6666666666666666","0.6666666666666666","{Honeymoon on Mars|Honeymoon On Mars (Megamix EP)|Honeymoon On Mars}"
"WDC_36145+WDC_39877+spy_6322","1.0","1.0","{After Laughter|After Laughter|After Laughter}"
"MB_43556+spy_13567","1.0","1.0","{Hauli Hauli|Hauli Hauli}"
"MB_61118+WDC_22584+WDC_24764","0.6666666666666666","0.6666666666666666","{The Pleasure Principle|The Pleasure Principle - The First Recordings|The Pleasure Principle - The First Recordings}"
"MB_57160+WDC_30923","1.0","1.0","{Après Ski und Weiber|Après Ski und Weiber}"
"MB_17895+WDC_10022","1.0","1.0","{Your Night|Your Night}"
"MB_32755+MB_32763+spy_9252","1.0","1.0","{El grito del tiempo|El grito del tiempo|El Grito Del Tiempo}"
"MB_21860+WDC_33321+WDC_40428+WDC_40858","0.75","0.75","{Wednesday Night In San Francisco|Wednesday Night In San Francisco (Live)|Wednesday Night In San Francisco (Live)|Wednesday Night In San Francisco (Live)}"
"MB_73350+WDC_4766","0.0","0.0","{The Beat Goes On|The Beat Goes On: The Best Of Sonny & Cher}"
"MB_32392+WDC_3796+WDC_40273+WDC_5456+WDC_6416+WDC_6978+WDC_9138","1.0","1.0","{The Lexicon of Love|The Lexicon Of Love|The Lexicon Of Love|The Lexicon Of Love|The Lexicon Of Love|The Lexicon Of Love|The Lexicon Of Love}"
"MB_22148+spy_1330","1.0","1.0","{An guten Tagen|An guten Tagen}"
"MB_71815+WDC_11209+WDC_1722","0.6666666666666666","0.6666666666666666","{Long Live the Kane|Long Live The Kane (Explicit)|Long Live The Kane (Explicit)}"
"MB_11710+WDC_16420","1.0","1.0","{Feelings aus der Asche|Feelings aus der Asche}"
"MB_49471+spy_17168","1.0","1.0","{Umowa o Dzieło|Umowa o dzieło}"
"MB_31879+WDC_2707","0.0","0.0","{Frieden im Krieg|Frieden im Krieg EP}"
"MB_5764+WDC_7557","1.0","1.0","{Days in Frames|Days in Frames}"
"MB_35658+WDC_35205","1.0","1.0","{Counterfeit|Counterfeit}"
"MB_12852+WDC_10568","1.0","1.0","{Anticipation|Anticipation}"
"MB_15915+spy_2731","1.0","1.0","{Can't Kill My Vibe|Can't Kill My Vibe}"
"MB_36806+spy_15439","1.0","1.0","{Le Modulor|Le Modulor}"
"MB_13766+WDC_32766","1.0","1.0","{Lady’s Choice|Lady's Choice}"
"MB_38827+spy_9861","1.0","1.0","{Where Polly People Go to Read|Where Polly People Go to Read}"
"MB_29856+WDC_16022","1.0","1.0","{Christmas Every Day of the Year|Christmas Every Day of the Year}"
"MB_22485+WDC_19806","1.0","1.0","{Harmonium|Harmonium}"
"MB_71960+WDC_16618+WDC_8009","1.0","1.0","{Intuition|Intuition|Intuition}"
"MB_29503+spy_17824","1.0","1.0","{Ich lass dich nie mehr los|Ich lass Dich nie mehr los}"
"MB_60379+spy_2740","1.0","1.0","{Dead Man Walking|Dead Man Walking}"
"MB_23123+WDC_13495+WDC_2787+WDC_39724+WDC_44052+WDC_896+WDC_9580","1.0","1.0","{Olympian|Olympian|Olympian|Olympian|Olympian|Olympian|Olympian}"
"MB_68461+WDC_24418","1.0","1.0","{Embers and Ashes|Embers And Ashes}"
"MB_40602+spy_4899","1.0","1.0","{Kor|Kor}"
"MB_4680+WDC_40135","1.0","1.0","{Greatest Hits|Greatest Hits}"
"MB_23523+WDC_32945+WDC_45168+WDC_9775","0.75","0.75","{In the Mid-Nite Hour|In The Midnite Hour|In The Midnite Hour|In The Midnite Hour}"
"MB_16738+MB_16739+MB_16740+spy_19301","1.0","1.0","{MESSIOS|MESSIOS|MESSIOS|MESSIOS}"
"MB_1534+MB_1539+spy_3499","1.0","1.0","{Expectations|Expectations|Expectations}"
"MB_26632+WDC_207+WDC_42076","0.6666666666666666","0.6666666666666666","{Black Hole Sun|Black Hole Sun/New Damage/Blind Dogs|Black Hole Sun/New Damage/Blind Dogs}"
"MB_36413+WDC_42845","1.0","1.0","{Ain't Nobody's Business|Ain't Nobody's Business}"
"MB_60296+MB_60300+spy_3695","1.0","1.0","{Lucky Me|Lucky Me|Lucky Me}"
"MB_68507+spy_12608","1.0","1.0","{Allermooist op aard|Allermooist Op Aard}"
"MB_2866+spy_7310","1.0","1.0","{Candy|Candy}"
"MB_33809+spy_8281","1.0","1.0","{Pink Friday|Pink Friday}"
"MB_51985+WDC_3659+WDC_39159","1.0","1.0","{Act Surprised|act surprised|act surprised}"
"MB_49552+spy_11153","0.0","0.0","{回:Song of the Sirens ~Apple~|回:Song of the Sirens}"
"MB_22179+spy_13989","1.0","1.0","{Amanecer|Amanecer}"
"MB_59410+WDC_30989","1.0","1.0","{Nowhere|Nowhere}"
"MB_9701+WDC_28190","1.0","1.0","{Dans la bergerie|Dans la Bergerie}"
"MB_67170+WDC_44430","1.0","1.0","{Purity|Purity}"
"MB_307+spy_14672","1.0","1.0","{Natpe Thunai (Original Motion Picture Soundtrack)|Natpe Thunai (Original Motion Picture Soundtrack)}"
"MB_44033+spy_15456","1.0","1.0","{Fields|Fields}"
"MB_28797+WDC_40827","1.0","1.0","{Acoustic Foolish|Acoustic Foolish}"
"MB_14388+spy_14123","1.0","1.0","{Look at the Sky|Look at the Sky}"
"MB_55816+WDC_40664","1.0","1.0","{Group Sex|Group Sex}"
"MB_36043+WDC_15053+WDC_24986","1.0","1.0","{Shine On|Shine On|Shine On}"
"MB_44570+WDC_44116","1.0","1.0","{Konkurs|Konkurs}"
"MB_13907+WDC_34650","1.0","1.0","{Apartamento 82|Apartamento 82}"
"MB_75145+MB_75146+spy_2625","1.0","1.0","{Anatude|Anatude|Anatude}"
"MB_62355+WDC_16888+WDC_19932+WDC_38927+WDC_39245","1.0","1.0","{Wings Greatest|Wings Greatest|Wings Greatest|Wings Greatest|Wings Greatest}"
"MB_77023+spy_17686","1.0","1.0","{Wanna Go|Wanna Go}"
"MB_19651+WDC_34674+WDC_619","1.0","1.0","{Voices|Voices|Voices}"
"MB_21267+WDC_23517","1.0","1.0","{Seclusion|Seclusion}"
"MB_56806+WDC_11778","1.0","1.0","{Des daugt ma|Des daugt ma}"
"MB_33889+MB_33894+spy_3084","1.0","1.0","{Sonunda|Sonunda|Sonunda}"
"MB_14669+spy_8290","1.0","1.0","{If I Know Me|If I Know Me}"
"MB_60669+WDC_7411","0.0","0.0","{Point of No Return|Point Of No Return (Explicit)}"
"MB_23581+spy_5824","1.0","1.0","{A tiempo|A Tiempo}"
"MB_23288+WDC_22831","0.0","0.0","{At Your Birthday Party|At Your Birthday Party (Live)}"
"MB_12988+WDC_40516+WDC_8322","1.0","1.0","{Rushing|Rushing|Rushing}"
"MB_51657+WDC_4642","1.0","1.0","{Workingman’s Dead|Workingman's Dead}"
"MB_69423+WDC_40578+spy_5932","1.0","1.0","{Interlude|Interlude|Interlude}"
"MB_34383+WDC_39909","0.0","0.0","{Mueve tu culito|Mueve Tu Culito (Explicit)}"
"MB_46803+WDC_31662","0.0","0.0","{Rock Your Baby|Rock Your Baby: The Best of George McCrae}"
"MB_50928+WDC_26829","0.0","0.0","{All About Us|All About Us (Remixes)}"
"MB_23705+WDC_43426","1.0","1.0","{Skagarack|Skagarack}"
"MB_2887+WDC_15603","1.0","1.0","{Freischwimmer|Freischwimmer}"
"MB_36434+WDC_14967","1.0","1.0","{Reality|Reality}"
"MB_45885+WDC_15119+WDC_18402+WDC_25197+WDC_34241+WDC_6124","1.0","1.0","{Wheels|Wheels|Wheels|Wheels|Wheels|Wheels}"
"MB_42731+spy_12494","1.0","1.0","{Cinta Tak Mungkin Berhenti|Cinta Tak Mungkin Berhenti}"
"MB_14147+WDC_13777","0.0","0.0","{Throwing the Game|Throwing The Game (Explicit)}"
"MB_60889+WDC_21843","0.0","0.0","{Sunlight (Denis First Remix)|Sunlight (Denis First Club Mix)}"
"MB_11366+WDC_13032","0.0","0.0","{The Teaches of Peaches|The Teaches of Peaches (Explicit)}"
"MB_50329+WDC_38513","1.0","1.0","{When We Were Winning|When We Were Winning}"
"MB_14255+WDC_23227+WDC_5179","1.0","1.0","{Smell the Magic|Smell The Magic|Smell The Magic}"
"MB_36560+WDC_26894+WDC_2865+WDC_34304+WDC_34317+WDC_42615+WDC_42622+WDC_5508+WDC_6966","1.0","1.0","{Blackheart Man|Blackheart Man|Blackheart Man|Blackheart Man|Blackheart Man|Blackheart Man|Blackheart Man|Blackheart Man|Blackheart Man}"
"MB_41021+WDC_15767+WDC_2234+WDC_38839","1.0","1.0","{Via Paolo Fabbri 43|Via Paolo Fabbri 43|Via Paolo Fabbri 43|Via Paolo Fabbri 43}"
"MB_35402+spy_4346","1.0","1.0","{All I Want|All I Want}"
"MB_37753+WDC_18160","1.0","1.0","{All That to the Wall|All That To The Wall}"
"MB_63075+spy_19430","1.0","1.0","{Café|Café}"
"MB_7228+MB_7229+spy_19855","1.0","1.0","{Water|Water|Water}"
"MB_8128+spy_9955","1.0","1.0","{Yanımda Kal|Yanımda Kal}"
"MB_25009+MB_25011+spy_6569","1.0","1.0","{Meliora|Meliora|Meliora}"
"MB_6249+spy_5334","1.0","1.0","{Shutdown|Shutdown}"
"MB_8889+WDC_3697","1.0","1.0","{The Early Years|The Early Years}"
"MB_48952+MB_48953+spy_173","1.0","1.0","{Outside|Outside|Outside}"
"MB_15704+WDC_12943+WDC_30039+WDC_35764+WDC_39094","1.0","1.0","{Fantaisie militaire|Fantaisie Militaire|Fantaisie Militaire|Fantaisie Militaire|Fantaisie Militaire}"
"MB_32732+WDC_22305","1.0","1.0","{Monaco '74|Monaco '74}"
"MB_25143+spy_15578","1.0","1.0","{Menace to Sobriety|Menace To Sobriety}"
"MB_58701+spy_11786","0.0","0.0","{Cooler Than Me (Radio Edit)|Cooler Than Me}"
"MB_61012+WDC_9151","0.0","0.0","{Sing To The People|Sing to the People (Celebrating 20 Years of When You Come Back)}"
"MB_73493+WDC_12449+WDC_2942","1.0","1.0","{Profile: Best of Emmylou Harris|Profile: Best of Emmylou Harris|Profile: Best of Emmylou Harris}"
"MB_37373+WDC_41427","1.0","1.0","{The Magic|The Magic}"
"MB_60449+WDC_13935+WDC_14501","1.0","1.0","{Needle in the Hay|Needle in the Hay|Needle in the Hay}"
"MB_58390+WDC_10045+WDC_17584","1.0","1.0","{Body Riddle|Body Riddle|Body Riddle}"
"MB_14377+spy_15317","1.0","1.0","{Ex|Ex}"
"MB_64773+WDC_14975","0.0","0.0","{A State of Trance Radio Top 15: August 2011|A State Of Trance Radio Top 15 - February 2010}"
"MB_57422+MB_57423+spy_15194","1.0","1.0","{Spirituals|Spirituals|Spirituals}"
"MB_18653+WDC_17369","1.0","1.0","{Relish|Relish}"
"MB_53779+WDC_1792+WDC_2238+WDC_23032+WDC_322+WDC_36+WDC_9970","1.0","1.0","{Bringing Down the Horse|Bringing Down The Horse|Bringing Down The Horse|Bringing Down The Horse|Bringing Down The Horse|Bringing Down The Horse|Bringing Down The Horse}"
"WDC_26261+spy_9315","1.0","1.0","{Interpreting The Masters Volume 1: A Tribute To Daryl Hall And John Oates|Interpreting The Masters Volume 1: A Tribute To Daryl Hall And John Oates}"
"MB_16962+WDC_23469","1.0","1.0","{After 9|After 9}"
"MB_26733+MB_26735+spy_1615","1.0","1.0","{Trône|Trône|Trône}"
"MB_28821+WDC_11607","0.0","0.0","{Town Bidness, Vol. 2|Town Bidness Volume 2}"
"MB_5020+spy_7571","1.0","1.0","{Nadine Lustre|Nadine Lustre}"
"MB_74151+WDC_25374+WDC_30661+WDC_7139","1.0","1.0","{Honey, I'm Homely!|Honey I'm Homely|Honey I'm Homely|Honey I'm Homely}"
"MB_57941+WDC_20749","1.0","1.0","{Stairway to Nick John|Stairway to Nick John}"
"MB_51025+spy_19100","1.0","1.0","{Fantasía pop|Fantasía Pop}"
"MB_69476+WDC_1251","1.0","1.0","{Niña Sedienta|Niña Sedienta}"
"MB_52698+WDC_19134+WDC_25377+WDC_28267+WDC_33462+WDC_36384","1.0","1.0","{Quench|Quench|Quench|Quench|Quench|Quench}"
"MB_992+spy_14501","1.0","1.0","{Bipolaire|Bipolaire}"
"MB_78243+WDC_15371","1.0","1.0","{I Thought I Was An Alien|I Thought I Was An Alien}"
"MB_33543+WDC_45223","1.0","1.0","{Başka Şeyler|Başka Şeyler}"
"MB_14855+WDC_43292+WDC_44040","1.0","1.0","{Magnets|Magnets|Magnets}"
"MB_30922+WDC_34158","1.0","1.0","{Chemistry Is What We Are|Chemistry Is What We Are}"
"MB_3386+MB_3389+MB_3390+MB_3391+spy_3713","1.0","1.0","{FATHER OF 4|FATHER OF 4|FATHER OF 4|Father of 4|FATHER OF 4}"
"MB_62139+WDC_34609","1.0","1.0","{Tempo perdido (versão Os dias eram assim)|Tempo Perdido (Versão Os Dias Eram Assim)}"
"MB_6028+WDC_21069","0.0","0.0","{The Lost Files LP (Volume 1)|The Lost Files LP (Vol. 1)}"
"MB_24717+WDC_14770","1.0","1.0","{Daily Bread|Daily Bread}"
"MB_8181+WDC_10249","1.0","1.0","{Ramblin’ Boy|Ramblin' Boy}"
"MB_48382+WDC_33274","1.0","1.0","{Kane|Kane}"
"MB_71396+spy_17702","1.0","1.0","{Vår sida av stan|Vår sida av stan}"
"MB_52172+WDC_10138","1.0","1.0","{Perfect Love Affair|Perfect Love Affair}"
"MB_44452+WDC_14991","1.0","1.0","{Corpus in Extremis: Analysing Necrocriticism|Corpus in extremis - Analysing necrocriticism}"
"MB_42231+WDC_4098","1.0","1.0","{Bubble Gum|Bubble Gum}"
"MB_34371+spy_19255","1.0","1.0","{La verdadera vuelta|La Verdadera Vuelta}"
"MB_28070+WDC_19055","1.0","1.0","{Teresa canta Pino|Teresa Canta Pino}"
"MB_65401+WDC_25797+WDC_26842+WDC_7415","1.0","1.0","{Midlife: A Beginner’s Guide to Blur|Midlife: A Beginner's Guide To Blur|Midlife: A Beginner's Guide To Blur|Midlife: A Beginner's Guide To Blur}"
"MB_19890+WDC_10356+WDC_32577+WDC_42740+spy_11302","1.0","1.0","{Ignatius|Ignatius|Ignatius|Ignatius|Ignatius}"
"MB_65425+WDC_26012+WDC_31213+WDC_39721+WDC_9891","1.0","1.0","{Foot Of The Mountain|Foot Of The Mountain|Foot Of The Mountain|Foot Of The Mountain|Foot Of The Mountain}"
"MB_36626+WDC_12627+WDC_15097+WDC_20006+WDC_2718+WDC_4867+WDC_7432","1.0","1.0","{Heligoland|Heligoland|Heligoland|Heligoland|Heligoland|Heligoland|Heligoland}"
"MB_50295+spy_2541","1.0","1.0","{Egomaniac|Egomaniac}"
"MB_334+MB_339+spy_15718","1.0","1.0","{Sleepy Hallow Presents: Sleepy for President|Sleepy Hallow Presents: Sleepy for President|Sleepy Hallow Presents: Sleepy For President}"
"MB_17697+WDC_1980+WDC_23618","1.0","1.0","{Music of India|Music of India|Music of India}"
"MB_26615+spy_4482","1.0","1.0","{李榮浩|李榮浩}"
"MB_54730+spy_9673","1.0","1.0","{Through the Deep, Dark Valley|Through the Deep, Dark Valley}"
"MB_40735+WDC_20657","1.0","1.0","{Coral|Coral}"
"MB_63320+spy_15044","1.0","1.0","{Only When We're Naked|Only When We're Naked}"
"MB_32510+spy_4449","1.0","1.0","{Bombai|Bombai}"
"MB_78702+WDC_13674","1.0","1.0","{Fly Me to the Moon|Fly Me To The Moon}"
"MB_37756+WDC_15337","1.0","1.0","{Youth City Fire|Youth City Fire}"
"MB_27420+WDC_38862","1.0","1.0","{Bob Marley|Bob Marley}"
"MB_62322+WDC_19010","1.0","1.0","{soil reprise|soil reprise}"
"MB_79646+WDC_37601","1.0","1.0","{Hand on the Torch|Hand On The Torch}"
"MB_43773+WDC_1740+WDC_34649+WDC_6512","1.0","1.0","{Two|Two|Two|Two}"
"MB_55454+WDC_42425","1.0","1.0","{What You Want|What You Want}"
"MB_76351+WDC_21764","1.0","1.0","{Back to New York City|Back To New York City}"
"MB_3642+spy_11736","1.0","1.0","{Reid Alert|Reid Alert}"
"MB_52901+WDC_17065","1.0","1.0","{In Pas(s)ing|In Pas(s)ing}"
"MB_25236+spy_1054","1.0","1.0","{Christmas: A Season of Love|Christmas: A Season Of Love}"
"MB_22622+spy_14722","1.0","1.0","{The Chronicles, Vol. 1 (10th Year Anniversary Edition) ['98-'08]|The Chronicles, Vol. 1 (10th Year Anniversary Edition) ['98-'08]}"
"MB_28794+WDC_18700","1.0","1.0","{Clambakes Vol. 5: Cup of Clams - Live at Cat’s Cradle 2003|Clambakes Vol. 5: Cup of Clams - Live at Cat's Cradle 2003}"
"MB_11698+MB_11701+spy_11053","1.0","1.0","{Inédito|Inédito|Inédito}"
"MB_6116+WDC_21267","1.0","1.0","{Garden of Dreams|Garden of Dreams}"
"MB_61778+WDC_2456+spy_6490","1.0","1.0","{Life At Best|Life At Best|Life At Best}"
"MB_2020+WDC_6255","1.0","1.0","{Same Ol' Me|Same Ol' Me}"
"MB_63154+spy_18283","1.0","1.0","{Fool for You|Fool for You}"
"MB_49271+WDC_11401","1.0","1.0","{The Essential Widespread Panic|The Essential Widespread Panic}"
"MB_65999+spy_478","1.0","1.0","{Novos Tempos|Novos Tempos}"
"MB_22843+spy_15969","1.0","1.0","{Amor supremo|Amor Supremo}"
"MB_32672+spy_12801","1.0","1.0","{Someday|Someday}"
"MB_80266+WDC_36225","1.0","1.0","{Can't Stand The Rezillos: The (Almost) Complete Rezillos|Can't Stand The Rezillos: The [Almost] Complete Rezillos}"
"MB_61940+spy_16596","1.0","1.0","{Eu tento evitar|Eu Tento Evitar}"
"MB_38274+WDC_1357","1.0","1.0","{Yours Truly, Angry Mob|Yours Truly, Angry Mob}"
